[7.5174061e-11 1.2093131e-13 2.1911371e-13 4.0405399e-09 3.7953696e-15
 9.5393346e-12 3.6134931e-08 9.9973255e-01 1.6335410e-09 5.7846076e-12
 2.5794815e-04 3.1222167e-12 4.3077816e-13 5.4104146e-07 9.7480973e-12
 2.7985918e-09 1.8183287e-10 1.2127360e-06 1.6272279e-13 2.0995494e-09
 1.4333150e-07 2.7132513e-11 1.1451859e-06 4.2255756e-12 3.8090218e-13
 3.1562056e-06 4.6671337e-13 2.7523088e-06 1.9960085e-09 4.0830250e-09
 4.8974209e-07 1.0265018e-08 1.9224561e-12 2.3222521e-13 2.1158156e-12
 2.2489035e-09 2.2289361e-08 2.1050579e-10]
[6.4063736e-04 1.2433000e-12 6.0735461e-13 2.3950514e-07 2.5582145e-12
 8.8186758e-12 2.0263316e-03 7.7265622e-06 2.8744356e-08 1.8781755e-14
 1.7152462e-07 1.1906838e-08 1.0779124e-06 7.7382702e-01 2.3833798e-02
 6.9525704e-04 1.9583471e-17 9.2917520e-07 2.1361109e-12 2.2603185e-03
 1.9584285e-01 5.6193467e-11 7.0294950e-06 1.2259708e-08 6.5141864e-13
 2.8314011e-07 1.3768557e-07 2.3504703e-05 7.2354235e-04 1.5039552e-05
 9.5400467e-12 1.1725460e-06 2.5574769e-09 4.1206764e-15 1.8144274e-07
 1.7599353e-11 5.0874350e-11 9.2800095e-05]
 4.53934535e-06 1.19002319e-08]
[3.5869760e-07 8.2606077e-03 1.6559363e-06 1.4982811e-06 4.8383747e-04
 3.3457595e-06 6.0169798e-05 7.3209380e-06 4.9264109e-08 8.5940820e-12
 7.3251045e-05 5.9295080e-06 1.3331248e-08 6.7166394e-07 1.8138142e-06
 1.7794832e-12 9.8868793e-01 1.0059578e-04 8.3261011e-07 1.2529704e-06
 3.1133027e-07 1.0490196e-06 6.5267277e-06 5.4719473e-09 2.8945966e-08
 2.3608231e-06 2.9806023e-12 6.8165868e-06 3.6671342e-08 2.8988637e-05
 2.6786122e-06 1.3998298e-03 2.8974251e-04 4.3838547e-04 2.6898357e-07
 4.8826161e-05 8.1713784e-05 1.3024892e-06]
[2.0293287e-06 8.8655960e-04 3.2974131e-05 2.0130065e-08 1.1789131e-02
 1.4723081e-07 3.0109750e-06 7.2500921e-09 1.7404463e-10 4.5019214e-18
 1.0800072e-08 3.8250280e-04 6.2905103e-10 6.0069428e-06 1.3844339e-02
 2.2601306e-08 1.4736688e-03 2.8816885e-05 5.0902838e-07 2.9978397e-01
 6.4022032e-08 4.6817509e-06 1.3203301e-05 1.3260811e-04 9.6458450e-07
 1.4816813e-08 4.0504111e-10 6.7407314e-06 7.9028705e-06 1.2295832e-02
 1.0346174e-11 6.0731363e-01 5.1258244e-02 4.0963416e-05 2.7240819e-07
 1.9253837e-04 1.9465463e-07 4.9855094e-04]
[1.41155935e-04 5.09660866e-04 7.01987934e-09 3.23208071e-10
 3.37879697e-04 5.71701494e-05 4.97533437e-09 4.56857876e-08
 1.54720611e-10 4.02033812e-15 2.50298427e-07 2.52060715e-07
 5.74632386e-09 1.46607420e-08 7.76618720e-07 7.41103520e-07
 6.86036248e-04 1.53915782e-04 1.12343512e-08 2.94441124e-05
 3.04296484e-11 4.18942179e-08 4.95098720e-05 6.91523701e-06
 8.62801475e-09 1.21314747e-06 5.20441041e-08 7.61045430e-06
 1.65968537e-04 1.17818796e-04 4.75934030e-08 4.40667123e-01
 5.51796079e-01 2.71937988e-05 1.90228620e-03 2.93664052e-03
 1.81775522e-05 3.85982275e-04]
[5.3244356e-08 4.2658357e-05 1.6603467e-06 5.0586386e-06 6.0253616e-02
 5.8313231e-07 3.2644474e-04 6.9575549e-07 8.4309910e-09 7.0267997e-14
 6.6472885e-09 6.1308865e-09 7.1323120e-10 1.4382909e-08 1.0777906e-07
 7.5390059e-09 4.8149864e-06 4.7761678e-06 1.5827335e-07 2.3168232e-05
 1.0287940e-09 2.8351059e-07 6.8688514e-06 1.1770420e-08 7.2232922e-08
 1.2511756e-08 7.3174071e-08 2.0539277e-08 1.3883688e-06 9.9305464e-05
 1.2826061e-05 4.1614321e-06 2.2987805e-02 9.1531527e-01 1.3847898e-05
 3.4854061e-04 5.2583788e-04 1.9802839e-05]
[3.44402817e-09 1.59767405e-05 1.62035381e-08 5.95507954e-05
 2.34417041e-09 3.86167098e-09 4.36424989e-06 4.93089959e-04
 8.10978122e-07 8.34965985e-11 2.46103242e-04 1.59836266e-09
 5.11110772e-11 8.77046702e-08 1.19021795e-12 2.48527917e-11
 1.44058095e-05 2.26926331e-05 3.29099556e-08 8.40080716e-08
 3.15727921e-05 2.65152078e-08 2.56880070e-04 6.98579306e-10
 9.84378090e-08 9.58622813e-01 1.84765252e-08 2.12492421e-04
 2.90577447e-07 1.16538664e-04 3.98721695e-02 3.80219126e-06
 6.89991452e-07 3.15936222e-06 3.88426400e-07 3.98649763e-06
 1.77735728e-05 5.54830404e-09]
[3.56934642e-08 1.13479614e-12 4.63077406e-12 1.72871253e-07
 1.05211538e-14 1.85576923e-08 1.01526384e-05 2.06884265e-01
 7.74246349e-04 6.85196355e-05 7.82723308e-01 1.03822226e-15
 1.47853800e-12 1.18261414e-06 5.99375882e-10 1.40406828e-05
 9.35633446e-11 4.97699984e-05 5.61667900e-11 1.20049083e-06
 2.36278993e-06 1.86566366e-12 5.12598604e-08 1.40258721e-10
 7.23176657e-11 9.02027451e-03 1.41392410e-11 6.49582603e-07
 7.43428814e-07 5.01024761e-06 3.79747567e-09 4.43841651e-04
 6.62551750e-11 1.19631893e-14 1.51155466e-09 1.15438995e-11
 1.64038810e-10 1.66533340e-07]
[2.8526292e-03 3.5034184e-06 6.2938756e-07 9.3864910e-05 1.3568194e-03
 1.8908820e-05 1.5274774e-05 4.2511865e-09 6.1502883e-09 4.6306546e-14
 3.0760596e-08 1.4241181e-06 1.8895433e-08 1.5501460e-05 2.6634956e-05
 2.7234530e-06 3.9146886e-09 1.8007656e-06 7.9523278e-07 4.8121778e-04
 2.1541582e-09 2.3752472e-10 2.1081783e-05 5.1801595e-07 9.9515781e-08
 3.4227824e-07 3.0233761e-07 5.3065094e-07 6.7180471e-04 1.1963576e-05
 1.4659793e-04 1.6779604e-04 9.7768635e-02 1.9140892e-02 8.7369573e-01
 3.2258960e-03 1.5027935e-04 1.2572797e-04]
[1.8103796e-08 4.8673878e-09 1.7865835e-12 3.0411562e-07 1.0177728e-15
 5.9770509e-09 6.9904971e-08 1.6470326e-02 6.5745844e-08 2.1736723e-06
 1.2819588e-01 1.6708414e-11 1.6216055e-10 3.8773809e-08 1.3784126e-12
 1.4079934e-11 1.2930084e-08 2.6120671e-07 1.1337431e-12 1.3092077e-09
 9.4151920e-07 3.2813450e-12 7.7892724e-07 2.4065437e-11 1.0243199e-08
 8.5524458e-01 4.6890812e-12 5.9182099e-07 1.8369751e-06 5.0864207e-07
 8.1163111e-05 4.8339149e-07 6.9725264e-10 5.3330617e-12 1.6097481e-09
 3.7155208e-09 1.6292235e-09 3.6613370e-09]
[7.86771270e-09 5.08073950e-03 2.97019584e-03 4.59763163e-04
 2.40855501e-03 7.04747254e-06 2.03607176e-08 2.06012352e-04
 1.14411036e-04 1.68861869e-09 1.32522450e-06 9.91383240e-06
 7.52937490e-10 5.40221201e-08 1.88787385e-06 5.72102046e-08
 9.76947904e-01 4.09298576e-03 5.19663729e-07 1.35269482e-03
 5.41196812e-08 3.58636498e-07 3.61580675e-07 2.50373273e-06
 2.03924799e-07 3.93952951e-06 5.51543389e-09 9.90840272e-05
 9.12469176e-08 3.68158144e-05 5.47303749e-08 6.99574812e-05
 4.18341529e-07 2.57447315e-03 5.56355117e-05 3.41367023e-03
 6.89304507e-05 1.93848500e-05]
[2.41710697e-11 4.26479090e-14 2.50834466e-12 2.49451664e-13
 1.11184374e-10 3.05015781e-15 7.16047230e-14 4.05985606e-10
 2.91879613e-16 3.57970263e-25 1.35197933e-08 3.66503201e-07
 8.07012129e-18 1.13573406e-04 3.03394081e-11 1.24214929e-12
 6.93071961e-15 5.58984175e-04 1.02180482e-20 1.68441275e-07
 1.59952819e-07 7.72693299e-17 1.29651523e-09 1.01750595e-14
 3.30482788e-18 3.07630088e-13 2.72478505e-14 9.99325991e-01
 2.93245583e-09 1.77081034e-07 1.55726698e-09 2.45272194e-08
 3.98383786e-14 2.78244038e-14 2.69941491e-08 6.51816606e-07
 7.74275044e-09 9.09675872e-13]
[5.6665586e-14 2.8686478e-12 7.3309558e-15 1.2919428e-09 2.2536432e-15
 1.3014744e-13 3.8970516e-08 2.9005272e-07 9.9989176e-01 1.0792212e-10
 1.7432824e-07 4.0674022e-18 9.8252109e-17 5.0247767e-10 1.4414597e-15
 1.9545796e-13 3.5976729e-15 1.9525851e-14 3.2712982e-11 2.7466065e-09
 5.0653657e-06 8.3882901e-16 9.0770925e-11 4.9217876e-16 2.5503166e-10
 2.3673963e-10 1.2453981e-13 8.9603536e-13 3.1385603e-09 1.2618904e-08
 1.9442952e-09 1.0265313e-04 9.4391647e-12 1.4842177e-16 1.8840532e-11
 1.1353139e-16 1.1790457e-12 1.2107938e-13]
[3.7893205e-08 5.1377480e-08 1.6196230e-09 2.7661954e-05 8.2850097e-15
 9.1388097e-10 1.5899504e-05 4.0787227e-02 5.0851807e-04 6.9369460e-05
 9.5345646e-01 2.2659411e-12 1.4973003e-10 1.2891174e-06 1.4582754e-10
 2.5436922e-10 8.7156232e-10 5.6148394e-05 4.1783044e-09 6.7622108e-07
 2.3156145e-04 5.9977739e-12 1.8552664e-05 6.8634480e-11 1.3069765e-08
 4.2428486e-03 1.8905487e-11 5.4576651e-07 1.6103715e-05 4.7689984e-05
 2.4005553e-06 5.1701989e-04 6.5998740e-10 5.5947534e-12 3.8729378e-10
 3.2070110e-12 6.5499535e-09 2.1919780e-08]
[7.1420210e-08 5.1145787e-05 4.6420624e-05 2.5827558e-05 6.3268254e-07
 2.0075880e-02 2.2828524e-07 1.7958893e-05 4.5110536e-08 1.3890796e-09
 4.5997255e-09 3.4889405e-07 2.6159446e-06 4.1688395e-07 1.6456789e-04
 3.5696932e-05 4.8941120e-06 3.1486138e-06 3.9535275e-04 9.2679195e-02
 1.2610157e-06 7.0990208e-03 4.2921748e-02 8.0898815e-01 6.2074317e-03
 6.3086695e-06 3.1819865e-05 1.5204299e-04 6.6443572e-05 2.0075620e-03
 7.5150907e-05 7.3759729e-05 1.8674823e-02 6.8522000e-05 4.2369857e-07
 7.0033188e-05 5.0274775e-05 8.7673652e-07]
[3.96933865e-06 2.10938212e-02 8.80525477e-06 2.70830369e-05
 9.61337037e-07 6.23007210e-08 4.44465343e-07 9.90822173e-06
 1.02239014e-07 2.09999068e-14 9.48762988e-08 3.46374350e-06
 3.67119529e-10 1.14860562e-07 1.82054527e-09 1.45100779e-10
 3.76136135e-03 1.07784115e-04 3.92140009e-06 9.31008399e-05
 1.77010293e-06 3.38064674e-05 2.29337413e-04 1.52081464e-06
 1.89850709e-06 2.12083819e-06 5.32720446e-09 7.84643635e-05
 4.49604704e-05 1.87529340e-01 8.85764211e-02 4.83925214e-05
 7.14481666e-06 2.24032417e-01 3.53750025e-08 1.33761451e-01
 3.40535581e-01 2.84308612e-07]
[6.60124206e-05 4.40909043e-09 4.30801350e-07 2.13429999e-07
 6.19841558e-06 4.04279399e-06 4.81537609e-06 1.40014667e-10
 5.00427174e-12 1.05475727e-14 9.14641640e-10 7.49440026e-03
 2.13611958e-04 6.53155323e-04 9.88722801e-01 8.01103624e-07
 5.28204945e-11 4.80019708e-07 8.47847332e-07 2.08579912e-03
 1.05124975e-08 3.34384708e-07 4.89844533e-05 1.80875330e-04
 3.32281411e-06 3.22582694e-09 7.72402409e-09 1.45904835e-06
 2.58600921e-04 4.74126125e-07 4.44002083e-12 2.49902200e-07
 1.91582454e-04 2.91538981e-07 4.52048153e-05 1.36955350e-07
 8.13205645e-07 1.40695793e-05]
[2.2946056e-09 9.8605660e-06 5.5369589e-12 3.9508155e-10 4.6480903e-07
 2.5368911e-12 5.0870747e-10 8.9762153e-09 6.5393725e-11 5.2902792e-20
 2.3734684e-11 2.0668612e-08 5.7628490e-14 7.1284543e-09 1.4077696e-06
 2.0277076e-12 9.6500417e-09 5.9320729e-11 4.5064645e-08 2.2824854e-04
 5.8921978e-06 1.1789712e-06 1.2511805e-06 3.8507327e-08 5.6836182e-11
 7.7828972e-11 1.7180406e-11 1.7701069e-08 4.0449220e-04 9.3418401e-01
 8.2916301e-08 3.2671710e-06 1.7208566e-07 1.7625956e-06 2.8029891e-11
 1.9913848e-02 4.5243882e-02 2.1721915e-08]
[4.0646723e-06 1.6077485e-05 1.3456713e-06 6.8393611e-09 7.7740958e-10
 3.0074791e-05 9.0954133e-04 3.0374376e-04 2.2633083e-06 8.8468170e-11
 2.5524594e-06 4.3943551e-06 2.9193179e-06 1.8758171e-06 1.8301633e-06
 5.2385525e-07 2.2078509e-06 2.7153741e-08 5.9399252e-07 2.5382468e-02
 2.8463683e-01 1.6537689e-03 6.4574581e-01 2.6347619e-04 6.3905306e-04
 3.9437753e-03 1.8189306e-07 1.5771160e-02 1.5307192e-03 1.8939158e-02
 2.0999682e-06 1.5898720e-04 2.1063335e-05 1.4899611e-08 2.0520974e-06
 6.8037838e-07 8.5343490e-06 1.6171996e-05]
[1.3288419e-04 8.1961785e-05 2.6753380e-06 6.4217329e-06 1.8731695e-05
 1.1839524e-05 1.2269435e-06 5.2296195e-07 1.5862202e-09 3.5134001e-10
 1.0955963e-07 4.7455505e-02 1.3094171e-04 9.4589095e-06 3.7340513e-01
 1.1290576e-07 4.2071179e-07 7.8388883e-05 1.6318549e-05 9.3431398e-04
 1.2251679e-07 1.0640771e-05 2.2994084e-04 7.7567488e-04 1.7722666e-04
 6.9959128e-06 5.3169483e-08 2.0355519e-06 5.7263589e-01 9.6906762e-04
 2.2232581e-07 4.0251671e-05 7.2511804e-04 1.5379873e-04 1.2558026e-04
 1.1079271e-04 1.7171639e-03 3.2485419e-05]
[2.5581875e-01 6.4984038e-06 9.7865595e-06 4.4351624e-04 7.4363234e-06
 3.1384456e-04 3.6447383e-02 1.1981754e-03 4.2716390e-05 4.9780251e-06
 1.3500597e-05 6.7047745e-06 4.2465194e-03 7.0994757e-03 1.6052980e-02
 5.0465658e-02 6.6986829e-08 6.5027252e-03 3.1354150e-04 2.2700834e-01
 1.7297475e-04 8.3351997e-06 1.9523293e-02 7.4235764e-03 1.2299692e-05
 9.1121979e-03 1.4677062e-03 2.2776707e-04 8.0599934e-03 1.0438255e-03
 1.2444001e-07 6.0061680e-04 3.5194977e-04 5.8628457e-06 9.1440547e-03
 1.9508556e-05 7.0137662e-07 3.3682251e-01]
[3.1863845e-08 6.4581545e-05 1.8727173e-05 5.1217189e-04 2.2164021e-04
 1.4381355e-07 4.2593267e-02 7.6433962e-06 1.9089523e-05 7.3968853e-09
 1.4893430e-05 2.4616249e-06 1.8515633e-05 1.3365416e-05 2.8009879e-06
 4.9577314e-10 1.9832404e-04 3.3049371e-06 1.5661246e-03 1.0315399e-02
 4.2824596e-01 9.6405340e-05 1.1222367e-01 1.3216382e-05 2.6195832e-03
 4.7116157e-02 9.7171969e-06 1.5851583e-05 1.6674918e-05 3.3529526e-01
 3.7052658e-05 1.3237688e-05 1.8518714e-02 2.4022270e-06 1.9646883e-04
 3.0402765e-07 6.1730693e-06 6.8904552e-07]
[3.4101377e-05 2.0313405e-02 2.3750438e-06 9.1131384e-05 5.0436715e-06
 1.8421970e-06 3.6225228e-07 3.6186662e-05 1.4918061e-07 2.4987372e-08
 6.3630699e-07 7.6087665e-05 7.6233209e-07 7.6567568e-07 4.0659343e-05
 9.5502122e-09 2.3541408e-05 1.2268091e-05 2.2319506e-03 1.9727538e-03
 3.3660667e-06 1.4221962e-04 5.1868828e-03 2.2004782e-03 1.1969116e-04
 7.4270321e-04 2.1491608e-06 1.4768699e-06 8.8639629e-01 5.7858177e-02
 1.9743771e-04 1.0510982e-03 9.9932302e-05 4.8130771e-04 1.9945130e-06
 1.2108496e-02 8.2507282e-03 3.1156381e-04]
[5.9612235e-04 2.5330835e-06 2.4139227e-03 3.2552184e-06 6.1390436e-01
 1.8997936e-06 7.4471137e-04 2.0083027e-10 6.6648195e-13 3.0239409e-18
 6.1430388e-12 7.7846977e-08 5.0901832e-05 3.9549434e-08 1.6244650e-08
 3.8755417e-08 1.2602827e-10 2.9811303e-05 1.0066747e-06 2.2896595e-06
 4.8032405e-08 5.1187776e-04 6.1192389e-07 3.1137395e-05 1.9890638e-09
 1.1765842e-08 3.8056040e-01 2.4561464e-06 2.2270140e-06 5.7268733e-07
 1.1309687e-11 6.4675332e-05 6.0081893e-05 2.3501987e-09 1.0137404e-03
 4.0121589e-10 2.9928106e-08 1.0958167e-06]
[3.7261369e-05 1.5607309e-04 2.5024787e-03 1.8106307e-03 2.7207118e-06
 5.3688340e-02 3.0670437e-04 7.1224522e-06 2.6654547e-09 6.5901537e-07
 8.7972813e-07 6.0674567e-02 5.5350214e-01 1.6115536e-04 1.6838645e-04
 9.2448943e-08 3.5722317e-06 3.6511163e-05 4.4043936e-05 2.3650414e-04
 2.4072091e-05 1.0158616e-03 4.6814070e-04 8.8261691e-04 3.2233560e-01
 1.2143369e-05 5.7214793e-06 9.1970747e-04 5.4951641e-04 1.6258342e-06
 4.4048383e-07 4.3553773e-05 1.7722390e-06 5.9267840e-08 2.8242081e-04
 2.2992761e-07 1.1667015e-04 2.9425006e-08]
[4.0514660e-05 5.1437187e-06 3.0216641e-05 8.3366199e-04 1.4200171e-04
 4.2486031e-02 1.0337659e-05 4.6796571e-02 2.5705635e-06 2.8025758e-07
 1.8192155e-04 1.6866779e-03 2.6569287e-06 2.5956385e-04 1.3693971e-04
 1.5244577e-02 1.4401902e-02 1.1770996e-02 5.3215055e-05 3.2200315e-03
 4.8599855e-08 1.0122741e-04 3.0151615e-03 5.9604598e-03 1.0762631e-04
 2.3559412e-01 7.9376216e-05 1.4090830e-01 3.0445673e-02 1.7980706e-03
 8.0137197e-03 6.8446747e-03 1.5592617e-04 1.9154206e-02 6.2435279e-03
 3.9732972e-01 6.6350070e-03 3.0733741e-04]
[3.2073881e-02 2.9067087e-09 3.8114456e-06 7.9546095e-05 3.0288863e-04
 3.5125024e-05 9.2565513e-01 9.6765268e-07 3.6078813e-08 4.2832757e-10
 3.5318046e-06 5.5789036e-07 1.2747886e-03 5.4788147e-03 1.6932862e-04
 1.0150695e-04 2.4031779e-09 2.7530352e-05 1.3685945e-04 1.8630376e-02
 2.0973321e-06 1.6162410e-06 6.7024408e-03 1.2318208e-05 7.9086641e-07
 4.7503017e-06 7.1776303e-05 1.0579154e-05 2.2546454e-04 5.8340170e-06
 6.2845622e-08 2.3414094e-03 2.1176324e-03 9.3033935e-07 2.9005811e-03
 1.3345972e-07 3.1621551e-07 1.6265021e-03]
[9.0956936e-10 1.5529722e-04 1.2523778e-07 3.8475867e-09 5.6194815e-10
 1.1515101e-10 3.5332903e-09 4.8059303e-07 1.6902514e-09 6.9083146e-20
 2.0831518e-10 5.5844193e-08 4.2873588e-13 3.0952749e-09 3.9865695e-15
 3.2388443e-16 1.2920814e-08 2.2451520e-08 6.5545441e-10 2.4058281e-07
 3.9353083e-05 2.5862129e-10 1.0224126e-05 1.9726713e-11 1.6733833e-07
 3.4076011e-10 2.8316358e-10 3.5074750e-06 2.1314150e-07 1.0407025e-03
 9.6233690e-01 3.2727280e-07 1.5311599e-08 1.9829938e-06 1.8868503e-08
 2.1025453e-05 3.6389355e-02 5.8259248e-12]
[2.4068835e-01 9.5368531e-09 5.4060155e-08 3.3375097e-06 3.5357135e-07
 2.6268854e-05 3.3805845e-05 2.0481932e-06 1.5792756e-10 4.6934379e-10
 1.2193890e-08 1.9237132e-07 1.4037150e-05 1.5684121e-04 3.2357340e-05
 8.5318737e-02 6.8127990e-12 2.7264006e-04 2.5727033e-07 1.3225619e-04
 3.8306598e-09 1.0423941e-08 1.9677382e-04 9.1150915e-03 9.9528649e-11
 6.7543242e-06 2.7548538e-03 2.3884373e-05 2.6156526e-02 8.8508823e-06
 1.5443517e-07 5.3070158e-05 3.2258838e-05 1.1502166e-07 2.8505642e-03
 7.4102866e-07 9.1568587e-08 6.3211870e-01]
[2.1038589e-01 3.8026104e-04 3.7687510e-05 4.8772729e-04 6.6175693e-05
 2.2598680e-03 2.2748333e-01 1.1702643e-03 1.2340814e-05 8.5716110e-06
 7.7841403e-05 1.1181963e-05 2.6285421e-02 1.4656023e-04 3.7483792e-04
 4.4667255e-04 2.8105071e-05 3.0631054e-05 2.3423115e-02 1.9573713e-04
 2.9926638e-03 2.8477996e-03 1.8455142e-01 6.3240452e-04 3.8252468e-03
 4.6897583e-02 2.7985958e-04 9.1052661e-04 1.9018149e-01 1.9098967e-02
 4.5850296e-03 1.6148103e-02 8.7187922e-04 1.1488338e-04 2.5960069e-02
 7.7622978e-04 5.7254783e-03 2.8816008e-04]
[1.20967325e-09 1.11162351e-14 9.12461743e-17 5.82542081e-15
 1.22275421e-20 2.08901916e-17 6.94389568e-09 3.83206271e-02
 2.69797340e-09 4.32952936e-12 9.61534202e-01 2.77340855e-17
 8.14893943e-20 1.24153832e-09 2.01694469e-14 4.26880338e-15
 4.36163909e-12 1.30851570e-08 9.51617851e-20 2.53178398e-11
 8.55558937e-06 4.35046544e-19 1.10209813e-10 9.23791338e-18
 3.93328972e-18 1.01030120e-04 7.86937710e-21 2.13947349e-09
 4.32070957e-09 8.49502957e-09 1.08296575e-12 3.55299744e-05
 4.54205040e-17 2.47259552e-20 1.96988405e-14 2.35511209e-14
 4.67086631e-16 4.82838292e-12]
[1.73156423e-07 1.54293189e-10 5.75229926e-08 8.99981916e-01
 9.69291522e-11 2.24423275e-05 2.30120600e-06 1.09244238e-05
 5.48526179e-04 4.53065877e-06 4.90829188e-05 2.54951154e-08
 3.46279726e-03 1.07550204e-06 3.24681025e-07 6.83391420e-07
 5.50819501e-10 1.91458639e-05 7.52535164e-02 3.55654665e-05
 2.85261240e-06 1.21735466e-08 1.00435849e-04 4.95090790e-05
 3.32529051e-03 1.62240006e-02 1.56627400e-09 1.22524980e-07
 1.16417439e-04 1.71515058e-09 5.63727781e-07 2.57258398e-05
 1.13337467e-06 2.03485579e-11 7.60386931e-04 1.05459107e-10
 5.19950845e-07 1.03450235e-08]
[3.4271552e-10 2.1285032e-08 1.7628384e-08 3.4466928e-05 7.5759687e-07
 1.1478396e-06 2.7942092e-06 1.5551781e-07 2.7967921e-08 9.8301555e-14
 5.5403766e-09 1.4043768e-07 7.7062118e-08 8.7430315e-08 2.7701348e-05
 6.0447668e-11 1.6546073e-05 1.2971310e-08 9.9847955e-01 4.4829151e-04
 5.9615331e-07 1.8020807e-04 5.4986987e-05 2.6581591e-04 1.6172968e-04
 1.9550143e-07 1.4582340e-08 4.2211337e-08 2.2022217e-05 1.1540120e-05
 1.9562165e-06 1.1313154e-04 1.6647365e-04 3.5015745e-07 4.9245489e-08
 2.9809357e-07 8.9080613e-06 9.9942714e-11]
[5.2145566e-11 6.2526530e-03 3.4918266e-10 1.9767219e-01 4.3260661e-04
 5.9307267e-11 1.0070637e-06 7.5965705e-09 2.1082948e-07 4.2076753e-10
 9.1496467e-08 4.6672069e-11 2.6297544e-09 3.4407563e-09 2.6842981e-09
 9.9709175e-14 1.9718244e-07 4.8516636e-06 5.7465780e-08 1.3718654e-06
 4.4358052e-07 5.3849325e-10 9.8176315e-07 3.1153344e-11 1.3374599e-08
 7.5571201e-08 5.9595379e-08 3.7775564e-12 1.7915257e-08 7.6987089e-06
 1.0604023e-05 2.1003766e-06 7.9559016e-01 1.6854685e-05 3.8201724e-06
 4.8731357e-07 1.4248773e-06 1.4247427e-08]
[8.62377986e-13 5.90092321e-15 8.33358447e-14 5.97978698e-13
 7.83319590e-12 9.53172680e-11 3.93007328e-12 1.09968644e-14
 1.95684277e-18 1.07834635e-22 1.65363959e-17 1.10914443e-05
 3.44756501e-10 1.55273000e-07 4.78198581e-06 7.61669686e-11
 4.80430269e-15 1.62776444e-12 3.55211455e-06 5.53595164e-05
 6.08192273e-12 6.07114771e-07 1.20108169e-07 9.99924183e-01
 1.47726283e-07 4.59430063e-12 4.10488745e-08 1.43388563e-08
 6.98424714e-08 1.34686318e-10 9.80793849e-15 6.03879793e-11
 8.32410141e-10 2.82196692e-15 9.13109657e-11 1.96673797e-12
 1.17119483e-11 2.02244804e-10]
[1.68709755e-02 1.10847373e-10 7.11367647e-07 1.90983744e-08
 7.31982931e-04 7.44496996e-04 8.50648485e-06 5.66049918e-09
 3.16925233e-15 1.54126824e-15 5.27341061e-12 2.51899946e-05
 3.97913624e-03 1.40546945e-05 7.90761039e-02 3.66971165e-01
 2.35526626e-10 1.17118998e-05 2.90227462e-07 2.32205217e-04
 2.25262933e-10 2.61950004e-03 1.78118178e-03 4.93508607e-01
 2.54657362e-09 5.01381727e-08 1.05949258e-02 1.00698213e-04
 3.62736965e-03 9.64235223e-05 1.53109834e-11 1.06390962e-06
 2.58207641e-04 9.29972146e-07 7.20832613e-04 2.90622279e-06
 3.89806064e-06 1.80168711e-02]
[8.83341116e-14 1.16311635e-20 3.11685832e-18 3.96379587e-12
 1.27153511e-14 2.57885285e-20 1.41686556e-08 3.75267482e-12
 6.44404807e-11 1.28363607e-29 2.95271654e-14 1.42483762e-13
 1.50126364e-18 6.28493633e-03 1.81817350e-09 5.73108206e-04
 2.69336697e-24 1.66667292e-06 1.70626115e-20 9.92223203e-01
 9.16682417e-04 2.70877792e-19 8.98459618e-09 2.79452289e-16
 7.89997164e-20 3.17572409e-20 4.10783942e-14 5.01107934e-07
 1.47213486e-13 1.36366586e-11 7.63483983e-19 1.37753489e-10
 1.30680392e-13 1.11661886e-19 1.76000048e-09 2.44605116e-16
 1.04632073e-19 2.45520293e-09]
[5.1208412e-05 8.9360465e-06 7.5826520e-04 4.8864480e-05 7.0115499e-04
 9.7522980e-01 6.6434237e-04 2.7246324e-05 1.3720728e-06 1.6600831e-08
 6.2774266e-06 1.4289142e-06 6.4048163e-06 4.0903506e-06 4.6930755e-03
 1.2872530e-04 1.8262370e-05 7.8784715e-06 3.9226154e-04 3.5304233e-04
 2.3014056e-08 3.2239688e-05 2.1514801e-05 5.3416699e-04 4.0058708e-03
 1.0127752e-05 4.0811369e-07 2.4136729e-04 1.5536818e-04 8.0549238e-05
 2.4924675e-06 2.7457979e-03 8.2436176e-03 4.2801496e-04 3.7396108e-04
 8.1694625e-06 1.2335403e-05 1.2106099e-06]
[4.6599845e-07 2.8230432e-02 9.3475865e-05 4.7329853e-05 3.8328973e-04
 8.9003242e-11 8.3723918e-08 7.6835405e-04 5.5227733e-08 7.5241672e-16
 2.5749338e-07 6.6780813e-05 5.7081956e-10 2.1815399e-06 3.8945318e-09
 8.9288758e-14 2.3714767e-03 4.2593194e-05 6.9142592e-10 4.4781230e-03
 3.9149635e-04 1.1715386e-05 1.2015206e-04 2.9133737e-08 1.5670399e-09
 2.3452385e-08 9.0605042e-08 3.1853403e-07 6.5123657e-04 2.2437931e-03
 9.7162405e-04 2.2693138e-01 1.2139812e-05 1.5891518e-04 1.0329532e-06
 8.1858411e-02 6.5016216e-01 5.7788014e-07]
[2.89562652e-10 5.48366907e-13 3.49850526e-14 1.66648491e-07
 7.13362959e-18 4.93511509e-10 7.81013654e-08 1.20536638e-02
 2.88283730e-09 5.56333885e-12 2.91189872e-06 2.53947579e-12
 6.88505446e-14 2.05868904e-08 6.12765672e-10 1.74770989e-08
 1.82993065e-10 1.06981005e-07 7.46015933e-13 3.03987946e-10
 3.11544390e-09 3.65934822e-13 1.18798260e-09 5.89621518e-10
 1.67547284e-14 9.87762451e-01 1.13813996e-15 1.80532035e-04
